id	muchik	spanish
1699	an	vayan%0A-%20Vayan%20a%20dormir%20=%20an%20ciad%20chi%20%28V%29%0A-%20Vayan%20a%20comer%20=%20an%20funod%20chi%20%28V%29
1700	%C3%A4nman%20%28M%29,%20%C3%A1nmet%20%28B%29	vecino
1701	caxllt%C3%A6c%20%28C%29,%20kaij%20tuk%20%28M%29	vejiga
1702	llamu%20%28C%29,%20llamnu%20%28M%29	vello
1703	jarmens%C3%A1p%C3%A4k	vello%20en%20la%20cara%20de%20las%20mujeres
1704	sachipi%20%28L%29,%20shaipi%20%28Q%29,%20chaypi	vellosidades%20del%20pubis
1705	tanan%20%28V%29	ven%0A-%20Vengo,%20vienes%20=%20tezi%20ei%C3%B1,%20tezi%20az%20%28V%29%0A-%20Ven%20a%20comer%20=%20an%20funo%20%28V%29,%20an%20man%0A-%20Vamos%20a%20%20comer%20=%20amoch%20fund%20od%20funo%20iz%0A-%20Ven%20a%20traerlo%20=%20an%20met%0A-%20%C2%A1Ven%20ac%C3%A1%21%20=%20%C2%A1tanan%20men%21%20%28C%29,%20%C2%A1tananmen%20pen%21%20%28B%29
1706	s%C3%BCts,%20s%C3%BCtse,%20chuch	venado
1707	poj%20%28C%29%28M%29	vender
1708	porsan%20%28M%29,%20porsaneio%20%28M%29	veneno
1709	llikssek%20%28M%29,%20llikss%C3%A4k%20%28M%29	veneraci%C3%B3n,%20creencia
1710	llik%20%28M%29	venerar,%20amar
1711	tezi%20ei%C3%B1,%20oi%C3%B1ta	vengo%0A-%20Yo%20vengo%20=%20ta%20oi%C3%B1%20%28V%29%0A-%20Venga%20usted%20se%C3%B1or%20=%20tec%C9%A5%C3%A6m%20ang%20mot%20%28V%29
1712	tes%C3%A4k%20%28M%29	venida,%20llegada%0A-%20Ven%20pronto%20=%20tavas%20m%C3%ADker%0A-%20No%20ha%20venido%20mi%20querido%20=%20%C3%A6ntazta%20i%C3%B1%20tez%20pa%0A-%20Ven%20ma%C3%B1ana%20=%20t%C3%A1vas%20meisna
1713	ta%20%28M%29,%20oi%C3%B1ta	venir%0A-%20Venir%20a%20comer%20=%20an%20funo%20chi
1714	pe%C3%B1ass%20%28M%29	ventaja,%20bienes,%20bondad
1715	toko%20%28M%29	ventana
1716	seer%20%28B%29%28C%29,%20serr%20%28M%29	ventosedad%20%28del%20vientre%29
1717	ak%20%28M%29%28L%29,%20nokssak%20%28M%29,%20ac%20%28V%29%28K%29%28L%29,%20nok%20%28M%29,%20noc	ver,%20reconocer
1718	ak%20%28M%29,%20ac%20%28L%29%28V%29	ver,%20examinar
1719	xllom%20pecna%20p%C3%A6n%20%28C%29	verdad,%20cierto
1720	ll%C3%A6rr%C3%A6p%20%28C%29	verdadero
1721	iss%20%28M%29%28WL%29	verde
1722	%C2%A1anche%21%20%28Bas%29	%C2%A1vete%21
1723	ts%C3%A1na	vez%0A-%20Una%20vez%20=%20na%20ts%C3%A1na
1724	siamo%20chissek%20%28M%29,%20siamo%20chiss%C3%A4k%20%28M%29	vida,%20existencia
1725	sofonique%20%28L%29,%20iop%20%28M%29,%20sho,%20shopi%20%28B%29	vieja%0A-%20Abuela%20=%20yop%20%28B%29
1726	quismique%20%28H-K%29,%20quisonique%20%28V%29,%20kismik%20%28M%29,%20quishmic%20%28B%29,%20quixmic%20%28C%29	viejo%0A-%20Del%20viejo%20=%20quixmic%0A-%20Para%20el%20viejo%20=%20quixmic%20%C3%A6ro%20p%C3%A6n%20%28V%29%0A-%20Hombre%20viejo%20=%20quixmic%20o%20%C3%B1of%C3%A6n%20%28V%29
1727	tezi%20az%20%28V%29	vienes
1728	kuz%20%28M%29,%20kuts%20%28M%29	viento%0A-%20Aire%20=%20couche%20%28Mar%29,%20k%C3%BCza%20%28Bas%29
1729	secur%20inem	viernes
1730	s%C3%A4p%20%28M%29,%20pe%C3%B1%20%28M%29	vigoroso,%20sano,%20fresco
1731	ted%20ang,%20ang%20tedo%20%28V%29	vino%20%28v.%20venir%29%0A-%20El%20vino%20=%20ted%20ang,%20ang%20tedo%20%28V%29%0A-%20Por%20donde%20veniste%20=%20ei%C3%B1%20ong%20naz%20tedo%20%28V%29
1732	si%C3%A4nk%20%28M%29	violar,%20fornicar
1733	siankei%C3%B1%20%28M%29	violentar
1734	charra%20%28M%29	violeta
1735	t%C3%BC%20%28M%29,%20tung%C3%B3%20%28M%29,%20toss%20%28B%29	viruela
1736	fopsi%20%28M%29,%20fopsing%C3%B3%20%28M%29	v%C3%ADsceras
1737	chung%20%28M%29,%20tsung%20%28M%29	viscoso
1738	mokss%C3%A4k%20%28M%29	vista
1739	akado%20%28M%29	visto
1740	%C2%A1siam%20mang%20C%C9%A5iclai%C3%A6p%21	%C2%A1viva%20Chiclayo%21
1741	siam%20%28M%29,%20ciamo%20%28C%29,%20siamei%C3%B1%20%28M%29	vivir%0A-%20Vivo%20en%20=%20ciam%20ei%C3%B1%20%28V%29
1742	up%20%28M%29,%20vuk%20%28M%29	volar,%20flotar
1743	paijei%C3%B1%20%28M%29	voltear,%20torcer
1744	chiss%C3%A4k%20%28M%29,%20chiss%C3%A4r%20%28M%29,%20pol%C3%A4ng%20%28M%29,%20chic%C3%A6r%20polquic,%20pol%C3%A6ngo,%20poleio%20%28V%29	voluntad,%20inclinaci%C3%B3n,%20entendimiento
1745	pir%20chic%C3%A6r%20%28V%29	voluntad,%20sin%20voluntad
1746	queix%20%28C%29,%20quex%20%28C%29,%20kes%20%28M%29,%20tafquex%20oi%C3%B1%20%28V%29	volver
1747	aj	vomitar%0A-%20Est%C3%A1%20vomitando%20=%20%C3%A1jang%20%28B%29
1748	zan%20%28B%29	vos%20%28usted%29
1749	ts%C3%A4ich%20%28M%29,%20tsaich%C3%B6%20%28M%29,%20tsachi%20%28M%29,%20tzh%C3%A6ich%20%28C%29,%20tzhachi%20%28C%29	vosotros%0A-%20De%20vosotros%20=%20tzh%C3%A6icho%20%28V%29%0A-%20Para%20vosotros%20=%20tzh%C3%A6icho%20p%C3%A6n
1750	t%C3%A6coi%C3%B1%20%28V%29	voy%0A-%20Voy%20afuera%20=%20lec%C3%A6c%20oi%C3%B1%20t%C3%A6c%0A-%20Ya%20voy%20=%20angum%20luck%20%28Bas%29%0A-%20Voy%20adentro%20=%20olp%C3%A6c%20oi%C3%B1%20t%C3%A6c%0A-%20Voy%20a%20casa%20de%20Mar%C3%ADa%20=%20Mariang%20lec%20oi%C3%B1%20t%C3%A6c%20%28V%29%0A-%20Voy%20hacia%20el%20norte%20=%20foich%20totna%20oi%C3%B1%20t%C3%A6c
1751	ssias%20%28M%29	voz,%20palabra,%20conocimiento
1752	tafquex%20oi%C3%B1,%20talquex%C3%A6do%20%28V%29	vuelto%20%28volver%29
1753	tzh%C3%A6ich%20%28V%29	vuestro
1754	yactum	vulgar
1755	cat%C3%A6n,%20catneio%20%28C%29	vulva%20%28sexo%20femenino%29
1756	%C3%A6llo	y%20%28para%20contar,%20para%20unir%20n%C3%BAmeros%29
1757	saan,%20%C3%A7%C3%A6n%20%28V%29	y%20%28conj%29
1758	ak%20%28M%29	ya
1759	neiz%20%28C%29,%20neis%20%28Z%29%28L%29	ya%20de%20noche,%20por%20la%20noche
1760	akas%20ts%C3%AD	ya%20est%C3%A1%0A-%20Estar%20=%20tsi,%20chi
1761	%C3%A1kas%20y%C3%A9rrempa%20c%C3%B3ker%20%28B%29	ya%20se%20alegr%C3%B3%20el%20coraz%C3%B3n
1762	angum%20luck%20%28Bas%29	ya%20voy
1763	chone,%20tsam%C3%A1pek%20%28B%29	yerba%20para%20lavar%20la%20cabeza
1764	esen%C3%B3ker,%20isen%C3%B3ker%20%28B%29	yerba%20para%20%22limpiar%22%20%28brujer%C3%ADa%29
1765	pei%20%28C%29%28V%29,%20mopei%20%28Z%29	yerba%20%28hierba%29%0A-%20%C2%BFA%20qui%C3%A9n%20llevar%C3%A9%20esta%20yerba%3F%20=%20%C2%BFei%C3%B1%20i%C3%B1%20tzhec%20chem%20mo%20pei%3F%0A-%20%C2%BFTraes%20yerba%3F%20=%20%C2%BFmet%20%C3%A6z%20pei%3F
1766	gasape%20%28B%29	yerba%20%28mala%20yerba%29
1767	saktsa%20%28B%29	yerba%20mora
1768	n%C3%B6tsek%20%28B%29%28SCH%29	yerba%20santa
1769	tsep,%20tsop%20%28B%29	yerba%20de%20toda%20clase
1770	fesiem%20%28M%29	yerno
1771	yglesiang	iglesia%0A-%20Dentro%20de%20la%20iglesia%20=%20iglesiang%20nec
1772	moi%C3%B1%20%28C%29%28M%29,%20m%C3%A6ino%20%28C%29,%20m%C3%A4i%C3%B1o%20%28M%29,%20ei%C3%B1,%20moin%20%28B%29	yo%0A-%20Como%20yo%20=%20moi%C3%B1%20m%C3%A6no%20%28V%29
1773	moi%C3%B1%20pi%C3%B1%20%28M%29	yo%20era
1774	chip%20ca%20i%C3%B1%20%28V%29,%20chida%20i%C3%B1	yo%20fui
1775	moi%C3%B1%20e%20chido%20%28M%29	yo%20he%20sido
1776	chi%C3%B1%20ka,%20moi%C3%B1e%20ka%20%28M%29	yo%20ser%C3%A9
1777	chi%C3%B1,%20moi%C3%B1%20ang%20%28V%29	yo%20soy
1778	i%C3%B1%20ich%20%28V%29	yo%20voy
1779	err%20%28Bas%29,%20arr%20%28M%29,%20er%20%28B%29,%20ermps%20%28V%29,%20her%20%28V%29%28L%29%28Q%29,%20ers%20%28K%29,%20heer%20%28Z%29	yuca
1780	koch%20koch%20%28M%29	yuyo%0A-%20Cochayuyo%20=%20choll%20%28B%29
1781	ts%C3%B3pan	zafa%20%28para%20espantar%20a%20los%20perros%29
1782	orrnchei%C3%B1%20%28M%29	zamarr%C3%A6r
1783	yum%20%28M%29	zambullir,%20mojar
1784	%C3%B3ker%20%28B%29,%20yakta%20%28B%29%28SCH%29,%20yakits	zancudo
1785	tsum%20%28B%29,%20chiim%20%28B%29,%20chum	zapallo
1786	sak%20%28B%29	zarcillo
1787	cigpa%20%28B%29	zarko
1788	meddi	zarpa
1789	fenek	zurrapa%20%28%C3%BAltimo%20hijo%29
